<t>CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );

CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );</t><stat>SELECT * FROM Utilities.categories;</stat><divider><t>CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );
CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );</t><stat>select id, name from utilities.products;</stat><divider><t>CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );

CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );</t><stat>SELECT id, name FROM Utilities.products;</stat><divider><t>CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );

CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );</t><stat>select id, name from utilities.products;</stat><divider><t>CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );

CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );</t><stat>SELECT p.id, p.name, c.name AS category_name FROM Utilities.products p JOIN Utilities.categories c ON p.category_id = c.id;</stat><divider><t>CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );

CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );</t><stat>select p.id, p.name, c.name as category_name from utilities.products p join utilities.categories c on p.category_id = c.id;</stat><divider><t>CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );

CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );</t><stat>SELECT p.id, p.name, c.name AS category_name FROM Utilities.products p JOIN Utilities.categories c ON p.category_id = c.id;</stat><divider><t>CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );

CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );</t><stat>select p.id, p.name, c.name as category_name from utilities.products p join utilities.categories c on p.category_id = c.id;</stat><divider><t>CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );

CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );</t><stat>SELECT p.id, p.name, c.name AS category_name FROM Utilities.products p JOIN Utilities.categories c ON p.category_id = c.id WHERE p.id = 1;</stat><divider><t>CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );

CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );</t><stat>select p.id, p.name, c.name as category_name from utilities.products p join utilities.categories c on p.category_id = c.id where p.id = 1;</stat><divider><t>CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );

CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );</t><stat>SELECT p.id, p.name, c.name AS category_name FROM Utilities.products p JOIN Utilities.categories c ON p.category_id = c.id WHERE p.id = 1;</stat><divider><t>CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );

CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );</t><stat>select p.id, p.name, c.name as category_name from utilities.products p join utilities.categories c on p.category_id = c.id where p.id = 1;</stat><divider><t>CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );

CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );</t><stat>SELECT p.id, p.name, c.name AS category_name FROM Utilities.products p JOIN Utilities.categories c ON p.category_id = c.id WHERE c.name = 'Electronics';</stat><divider><t>CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );

CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );</t><stat>select p.id, p.name, c.name as category_name from utilities.products p join utilities.categories c on p.category_id = c.id where c.name = 'electronics';</stat><divider><t>CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );

CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );</t><stat>SELECT p.id, p.name, c.name AS category_name FROM Utilities.products p JOIN Utilities.categories c ON p.category_id = c.id WHERE c.name = 'Electronics';</stat><divider><t>CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );

CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );</t><stat>select p.id, p.name, c.name as category_name from utilities.products p join utilities.categories c on p.category_id = c.id where c.name = 'electronics';</stat><divider><t>CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );

CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );</t><stat>SELECT p.id, p.name, c.name AS category_name FROM Utilities.products p JOIN Utilities.categories c ON p.category_id = c.id ORDER BY p.name ASC;</stat><divider><t>CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );

CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );</t><stat>select p.id, p.name, c.name as category_name from utilities.products p join utilities.categories c on p.category_id = c.id order by p.name asc;</stat><divider><t>CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );

CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );</t><stat>SELECT p.id, p.name, c.name AS category_name FROM Utilities.products p JOIN Utilities.categories c ON p.category_id = c.id ORDER BY p.name ASC;</stat><divider><t>CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );

CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );</t><stat>select p.id, p.name, c.name as category_name from utilities.products p join utilities.categories c on p.category_id = c.id order by p.name asc;</stat><divider><t>CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );

CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );</t><stat>SELECT p.id, p.name, c.name AS category_name FROM Utilities.products p JOIN Utilities.categories c ON p.category_id = c.id ORDER BY p.name DESC;</stat><divider><t>CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );

CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );</t><stat>select p.id, p.name, c.name as category_name from utilities.products p join utilities.categories c on p.category_id = c.id order by p.name desc;</stat><divider><t>CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );

CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );</t><stat>SELECT p.id, p.name, c.name AS category_name FROM Utilities.products p JOIN Utilities.categories c ON p.category_id = c.id ORDER BY p.name DESC;</stat><divider><t>CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );

CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );</t><stat>select p.id, p.name, c.name as category_name from utilities.products p join utilities.categories c on p.category_id = c.id order by p.name desc;</stat><divider><t>CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );

CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );</t><stat>SELECT p.id, p.name, c.name AS category_name FROM Utilities.products p JOIN Utilities.categories c ON p.category_id = c.id LIMIT 5;</stat><divider><t>CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );

CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );</t><stat>select p.id, p.name, c.name as category_name from utilities.products p join utilities.categories c on p.category_id = c.id limit 5;</stat><divider><t>CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );

CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );</t><stat>SELECT p.id, p.name, c.name AS category_name FROM Utilities.products p JOIN Utilities.categories c ON p.category_id = c.id LIMIT 5;</stat><divider><t>CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );

CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );</t><stat>select p.id, p.name, c.name as category_name from utilities.products p join utilities.categories c on p.category_id = c.id limit 5;</stat><divider><t>CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );

CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );</t><stat>SELECT p.id, p.name, c.name AS category_name FROM Utilities.products p JOIN Utilities.categories c ON p.category_id = c.id LIMIT 10 OFFSET 5;</stat><divider><t>CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );

CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );</t><stat>select p.id, p.name, c.name as category_name from utilities.products p join utilities.categories c on p.category_id = c.id limit 10 offset 5;</stat><divider><t>CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );

CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );</t><stat>SELECT p.id, p.name, c.name AS category_name FROM Utilities.products p JOIN Utilities.categories c ON p.category_id = c.id LIMIT 10 OFFSET 5;</stat><divider><t>CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );

CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );</t><stat>select p.id, p.name, c.name as category_name from utilities.products p join utilities.categories c on p.category_id = c.id limit 10 offset 5;</stat><divider><t>CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );

CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );</t><stat>SELECT COUNT(*) AS total_categories FROM Utilities.categories;</stat><divider><t>CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );

CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );</t><stat>select count(*) as total_categories from utilities.categories;</stat><divider><t>CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );

CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );</t><stat>SELECT COUNT(*) AS total_categories FROM Utilities.categories;</stat><divider><t>CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );

CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );</t><stat>select count(*) as total_categories from utilities.categories;</stat><divider><t>CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );

CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );</t><stat>SELECT COUNT(*) AS total_products FROM Utilities.products;</stat><divider><t>CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );

CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );</t><stat>select count(*) as total_products from utilities.products;</stat><divider><t>CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );

CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );</t><stat>SELECT COUNT(*) AS total_products FROM Utilities.products;</stat><divider><t>CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );

CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );</t><stat>select count(*) as total_products from utilities.products;</stat><divider><t>CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );

CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );</t><stat>SELECT c.name AS category_name, COUNT(p.id) AS total_products FROM Utilities.categories c LEFT JOIN Utilities.products p ON p.category_id = c.id GROUP BY c.name;</stat><divider><t>CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );

CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );</t><stat>select c.name as category_name, count(p.id) as total_products from utilities.categories c left join utilities.products p on p.category_id = c.id group by c.name;</stat><divider><t>CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );

CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );</t><stat>SELECT c.name AS category_name, COUNT(p.id) AS total_products FROM Utilities.categories c LEFT JOIN Utilities.products p ON p.category_id = c.id GROUP BY c.name;</stat><divider><t>CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );

CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );</t><stat>select c.name as category_name, count(p.id) as total_products from utilities.categories c left join utilities.products p on p.category_id = c.id group by c.name;</stat><divider><t>CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );

CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );</t><stat>SELECT c.name AS category_name, MAX(p.name) AS max_product FROM Utilities.categories c LEFT JOIN Utilities.products p ON p.category_id = c.id GROUP BY c.name;</stat><divider><t>CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );

CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );</t><stat>select c.name as category_name, max(p.name) as max_product from utilities.categories c left join utilities.products p on p.category_id = c.id group by c.name;</stat><divider><t>CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );

CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );</t><stat>SELECT c.name AS category_name, MAX(p.name) AS max_product FROM Utilities.categories c LEFT JOIN Utilities.products p ON p.category_id = c.id GROUP BY c.name;</stat><divider><t>CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );

CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );</t><stat>select c.name as category_name, max(p.name) as max_product from utilities.categories c left join utilities.products p on p.category_id = c.id group by c.name;</stat><divider><t>CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );

CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );</t><stat>SELECT c.name AS category_name, MIN(p.name) AS min_product FROM Utilities.categories c LEFT JOIN Utilities.products p ON p.category_id = c.id GROUP BY c.name;</stat><divider><t>CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );

CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );</t><stat>select c.name as category_name, min(p.name) as min_product from utilities.categories c left join utilities.products p on p.category_id = c.id group by c.name;</stat><divider><t>CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );

CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );</t><stat>SELECT c.name AS category_name, MIN(p.name) AS min_product FROM Utilities.categories c LEFT JOIN Utilities.products p ON p.category_id = c.id GROUP BY c.name;</stat><divider><t>CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );

CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );</t><stat>select c.name as category_name, min(p.name) as min_product from utilities.categories c left join utilities.products p on p.category_id = c.id group by c.name;</stat><divider><t>CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );

CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );</t><stat>SELECT c.name AS category_name, AVG(p.id) AS avg_product_id FROM Utilities.categories c LEFT JOIN Utilities.products p ON p.category_id = c.id GROUP BY c.name;</stat><divider><t>CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );

CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );</t><stat>select c.name as category_name, avg(p.id) as avg_product_id from utilities.categories c left join utilities.products p on p.category_id = c.id group by c.name;</stat><divider><t>CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );

CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );</t><stat>SELECT c.name AS category_name, AVG(p.id) AS avg_product_id FROM Utilities.categories c LEFT JOIN Utilities.products p ON p.category_id = c.id GROUP BY c.name;</stat><divider><t>CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );

CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );</t><stat>select c.name as category_name, avg(p.id) as avg_product_id from utilities.categories c left join utilities.products p on p.category_id = c.id group by c.name;</stat><divider><t>CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );

CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );</t><stat>SELECT c.name AS category_name, SUM(p.id) AS total_product_id FROM Utilities.categories c LEFT JOIN Utilities.products p ON p.category_id = c.id GROUP BY c.name;</stat><divider><t>CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );

CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );</t><stat>select c.name as category_name, sum(p.id) as total_product_id from utilities.categories c left join utilities.products p on p.category_id = c.id group by c.name;</stat><divider><t>CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );

CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );</t><stat>SELECT c.name AS category_name, SUM(p.id) AS total_product_id FROM Utilities.categories c LEFT JOIN Utilities.products p ON p.category_id = c.id GROUP BY c.name;</stat><divider><t>CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );

CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );</t><stat>select c.name as category_name, sum(p.id) as total_product_id from utilities.categories c left join utilities.products p on p.category_id = c.id group by c.name;</stat><divider><t>CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );

CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );</t><stat>SELECT c.name AS category_name, SUM(p.id) AS total_product_id FROM Utilities.categories c LEFT JOIN Utilities.products p ON p.category_id = c.id HAVING total_product_id > 100;</stat><divider><t>CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );

CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );</t><stat>select c.name as category_name, sum(p.id) as total_product_id from utilities.categories c left join utilities.products p on p.category_id = c.id having total_product_id > 100;</stat><divider><t>CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );

CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );</t><stat>SELECT c.name AS category_name, SUM(p.id) AS total_product_id FROM Utilities.categories c LEFT JOIN Utilities.products p ON p.category_id = c.id HAVING total_product_id > 100;</stat><divider><t>CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );

CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );</t><stat>select c.name as category_name, sum(p.id) as total_product_id from utilities.categories c left join utilities.products p on p.category_id = c.id having total_product_id > 100;</stat><divider><t>CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );

CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );</t><stat>SELECT c.name AS category_name, SUM(p.id) AS total_product_id FROM Utilities.categories c LEFT JOIN Utilities.products p ON p.category_id = c.id GROUP BY c.name HAVING total_product_id < 50;</stat><divider><t>CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );

CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );</t><stat>select c.name as category_name, sum(p.id) as total_product_id from utilities.categories c left join utilities.products p on p.category_id = c.id group by c.name having total_product_id < 50;</stat><divider><t>CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );

CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );</t><stat>SELECT c.name AS category_name, SUM(p.id) AS total_product_id FROM Utilities.categories c LEFT JOIN Utilities.products p ON p.category_id = c.id GROUP BY c.name HAVING total_product_id < 50;</stat><divider><t>CREATE TABLE Utilities.products ( id INT PRIMARY KEY, name STRING, category_id INT, FOREIGN KEY (category_id) REFERENCES Utilities.categories(id) );

CREATE TABLE Utilities.categories ( id INT PRIMARY KEY, name STRING );</t><stat>select c.name as category_name, sum(p.id) as total_product_id from utilities.categories c left join utilities.products p on p.category_id = c.id group by c.name having total_product_id < 50;</stat><divider><t>CREATE TABLE utilities.electricity_meters (
    id INT PRIMARY KEY,
    meter_number STRING,
    customer_id INT,
    reading FLOAT
);

CREATE TABLE utilities.water_meters (
    id INT PRIMARY KEY,
    meter_number STRING,
    customer_id INT,
    reading FLOAT
);

CREATE TABLE utilities.bill_payments (
    id INT PRIMARY KEY,
    bill_number STRING,
