<t>CREATE TABLE Project (project_id INT PRIMARY KEY, project_name VARCHAR(255) NOT NULL, project_location VARCHAR(255) NOT NULL)
CREATE TABLE Project (project_id INT PRIMARY KEY, project_name VARCHAR(255) NOT NULL, project_location VARCHAR(255) NOT NULL)

CREATE TABLE Task (task_id INT PRIMARY KEY, task_name VARCHAR(255) NOT NULL, task_description TEXT)</t><s>SHOW COLUMNS FROM Project</s>
<t>CREATE TABLE Contractor (contractor_id INT PRIMARY KEY, contractor_name VARCHAR(255) NOT NULL, contractor_license VARCHAR(50) NOT NULL)

CREATE TABLE Project (project_id INT PRIMARY KEY, project_name VARCHAR(255) NOT NULL, project_location VARCHAR(255) NOT NULL)

CREATE TABLE Task (task_id INT PRIMARY KEY, task_name VARCHAR(255) NOT NULL, task_description TEXT)</t><s>show columns from project</s>
<t>CREATE TABLE Contractor (contractor_id INT PRIMARY KEY, contractor_name VARCHAR(255) NOT NULL, contractor_license VARCHAR(50) NOT NULL)

CREATE TABLE Task (task_id INT PRIMARY KEY, task_name VARCHAR(255) NOT NULL, task_description TEXT)

CREATE TABLE Project (project_id INT PRIMARY KEY, project_name VARCHAR(255) NOT NULL, project_location VARCHAR(255) NOT NULL)</t><s>SHOW COLUMNS FROM Project</s>
<t>CREATE TABLE Contractor (contractor_id INT PRIMARY KEY, contractor_name VARCHAR(255) NOT NULL, contractor_license VARCHAR(50) NOT NULL)

CREATE TABLE Task (task_id INT PRIMARY KEY, task_name VARCHAR(255) NOT NULL, task_description TEXT)

CREATE TABLE Project (project_id INT PRIMARY KEY, project_name VARCHAR(255) NOT NULL, project_location VARCHAR(255) NOT NULL)</t><s>show columns from project</s>
<t>CREATE TABLE Task (task_id INT PRIMARY KEY, task_name VARCHAR(255) NOT NULL, task_description TEXT)

CREATE TABLE Project (project_id INT PRIMARY KEY, project_name VARCHAR(255) NOT NULL, project_location VARCHAR(255) NOT NULL)

CREATE TABLE Contractor (contractor_id INT PRIMARY KEY, contractor_name VARCHAR(255) NOT NULL, contractor_license VARCHAR(50) NOT NULL)</t><s>SHOW COLUMNS FROM Project</s>
<t>CREATE TABLE Task (task_id INT PRIMARY KEY, task_name VARCHAR(255) NOT NULL, task_description TEXT)

CREATE TABLE Project (project_id INT PRIMARY KEY, project_name VARCHAR(255) NOT NULL, project_location VARCHAR(255) NOT NULL)

CREATE TABLE Contractor (contractor_id INT PRIMARY KEY, contractor_name VARCHAR(255) NOT NULL, contractor_license VARCHAR(50) NOT NULL)</t><s>show columns from project</s>
<t>CREATE TABLE Task (task_id INT PRIMARY KEY, task_name VARCHAR(255) NOT NULL, task_description TEXT)

CREATE TABLE Contractor (contractor_id INT PRIMARY KEY, contractor_name VARCHAR(255) NOT NULL, contractor_license VARCHAR(50) NOT NULL)

CREATE TABLE Project (project_id INT PRIMARY KEY, project_name VARCHAR(255) NOT NULL, project_location VARCHAR(255) NOT NULL)</t><s>SHOW COLUMNS FROM Project</s>
<t>CREATE TABLE Task (task_id INT PRIMARY KEY, task_name VARCHAR(255) NOT NULL, task_description TEXT)

CREATE TABLE Contractor (contractor_id INT PRIMARY KEY, contractor_name VARCHAR(255) NOT NULL, contractor_license VARCHAR(50) NOT NULL)

CREATE TABLE Project (project_id INT PRIMARY KEY, project_name VARCHAR(255) NOT NULL, project_location VARCHAR(255) NOT NULL)</t><s>show columns from project</s>
<t>CREATE TABLE Project (project_id INT PRIMARY KEY, project_name VARCHAR(255) NOT NULL, project_location VARCHAR(255) NOT NULL)

CREATE TABLE Contractor (contractor_id INT PRIMARY KEY, contractor_name VARCHAR(255) NOT NULL, contractor_license VARCHAR(50) NOT NULL)

CREATE TABLE Task (task_id INT PRIMARY KEY, task_name VARCHAR(255) NOT NULL, task_description TEXT)</t><s>SHOW CREATE TABLE Task</s>
<t>CREATE TABLE Project (project_id INT PRIMARY KEY, project_name VARCHAR(255) NOT NULL, project_location VARCHAR(255) NOT NULL)

CREATE TABLE Contractor (contractor_id INT PRIMARY KEY, contractor_name VARCHAR(255) NOT NULL, contractor_license VARCHAR(50) NOT NULL)

CREATE TABLE Task (task_id INT PRIMARY KEY, task_name VARCHAR(255) NOT NULL, task_description TEXT)</t><s>show create table task</s>
<t>CREATE TABLE Project (project_id INT PRIMARY KEY, project_name VARCHAR(255) NOT NULL, project_location VARCHAR(255) NOT NULL)

CREATE TABLE Task (task_id INT PRIMARY KEY, task_name VARCHAR(255) NOT NULL, task_description TEXT)

CREATE TABLE Contractor (contractor_id INT PRIMARY KEY, contractor_name VARCHAR(255) NOT NULL, contractor_license VARCHAR(50) NOT NULL)</t><s>SHOW CREATE TABLE Task</s>
<t>CREATE TABLE Project (project_id INT PRIMARY KEY, project_name VARCHAR(255) NOT NULL, project_location VARCHAR(255) NOT NULL)

CREATE TABLE Task (task_id INT PRIMARY KEY, task_name VARCHAR(255) NOT NULL, task_description TEXT)

CREATE TABLE Contractor (contractor_id INT PRIMARY KEY, contractor_name VARCHAR(255) NOT NULL, contractor_license VARCHAR(50) NOT NULL)</t><s>show create table task</s>
<t>CREATE TABLE Contractor (contractor_id INT PRIMARY KEY, contractor_name VARCHAR(255) NOT NULL, contractor_license VARCHAR(50) NOT NULL)

CREATE TABLE Project (project_id INT PRIMARY KEY, project_name VARCHAR(255) NOT NULL, project_location VARCHAR(255) NOT NULL)

CREATE TABLE Task (task_id INT PRIMARY KEY, task_name VARCHAR(255) NOT NULL, task_description TEXT)</t><s>SHOW CREATE TABLE Task</s>
<t>CREATE TABLE Contractor (contractor_id INT PRIMARY KEY, contractor_name VARCHAR(255) NOT NULL, contractor_license VARCHAR(50) NOT NULL)

CREATE TABLE Project (project_id INT PRIMARY KEY, project_name VARCHAR(255) NOT NULL, project_location VARCHAR(255) NOT NULL)

CREATE TABLE Task (task_id INT PRIMARY KEY, task_name VARCHAR(255) NOT NULL, task_description TEXT)</t><s>show create table task</s>
<t>CREATE TABLE Contractor (contractor_id INT PRIMARY KEY, contractor_name VARCHAR(255) NOT NULL, contractor_license VARCHAR(50) NOT NULL)

CREATE TABLE Task (task_id INT PRIMARY KEY, task_name VARCHAR(255) NOT NULL, task_description TEXT)

CREATE TABLE Project (project_id INT PRIMARY KEY, project_name VARCHAR(255) NOT NULL, project_location VARCHAR(255) NOT NULL)</t><s>SHOW CREATE TABLE Task</s>
<t>CREATE TABLE Contractor (contractor_id INT PRIMARY KEY, contractor_name VARCHAR(255) NOT NULL, contractor_license VARCHAR(50) NOT NULL)

CREATE TABLE Task (task_id INT PRIMARY KEY, task_name VARCHAR(255) NOT NULL, task_description TEXT)

CREATE TABLE Project (project_id INT PRIMARY KEY, project_name VARCHAR(255) NOT NULL, project_location VARCHAR(255) NOT NULL)</t><s>show create table task</s>
<t>CREATE TABLE Task (task_id INT PRIMARY KEY, task_name VARCHAR(255) NOT NULL, task_description TEXT)

CREATE TABLE Project (project_id INT PRIMARY KEY, project_name VARCHAR(255) NOT NULL, project_location VARCHAR(255) NOT NULL)

CREATE TABLE Contractor (contractor_id INT PRIMARY KEY, contractor_name VARCHAR(255) NOT NULL, contractor_license VARCHAR(50) NOT NULL)</t><s>SHOW CREATE TABLE Task</s>
<t>CREATE TABLE Task (task_id INT PRIMARY KEY, task_name VARCHAR(255) NOT NULL, task_description TEXT)

CREATE TABLE Project (project_id INT PRIMARY KEY, project_name VARCHAR(255) NOT NULL, project_location VARCHAR(255) NOT NULL)

CREATE TABLE Contractor (contractor_id INT PRIMARY KEY, contractor_name VARCHAR(255) NOT NULL, contractor_license VARCHAR(50) NOT NULL)</t><s>show create table task</s>
<t>CREATE TABLE Task (task_id INT PRIMARY KEY, task_name VARCHAR(255) NOT NULL, task_description TEXT)

CREATE TABLE Contractor (contractor_id INT PRIMARY KEY, contractor_name VARCHAR(255) NOT NULL, contractor_license VARCHAR(50) NOT NULL)

CREATE TABLE Project (project_id INT PRIMARY KEY, project_name VARCHAR(255) NOT NULL, project_location VARCHAR(255) NOT NULL)</t><s>SHOW CREATE TABLE Task</s>
<t>CREATE TABLE Task (task_id INT PRIMARY KEY, task_name VARCHAR(255) NOT NULL, task_description TEXT)

CREATE TABLE Contractor (contractor_id INT PRIMARY KEY, contractor_name VARCHAR(255) NOT NULL, contractor_license VARCHAR(50) NOT NULL)

CREATE TABLE Project (project_id INT PRIMARY KEY, project_name VARCHAR(255) NOT NULL, project_location VARCHAR(255) NOT NULL)</t><s>show create table task</s>
<t>CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)

CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)

CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)</t><s>SHOW TABLES</s>
<t>CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)

CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)

CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)</t><s>show tables</s>
<t>CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)

CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)

CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)</t><s>SHOW TABLES</s>
<t>CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)

CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)

CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)</t><s>show tables</s>
<t>CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)

CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)

CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)</t><s>SHOW TABLES</s>
<t>CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)

CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)

CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)</t><s>show tables</s>
<t>CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)

CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)

CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)</t><s>SHOW TABLES</s>
<t>CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)

CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)

CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)</t><s>show tables</s>
<t>CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)

CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)

CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)</t><s>SHOW TABLES</s>
<t>CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)

CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)

CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)</t><s>show tables</s>
<t>CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)

CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)

CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)</t><s>SHOW TABLES</s>
<t>CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)

CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)

CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)</t><s>show tables</s>
<t>CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)

CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)

CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)</t><s>SHOW TABLES</s>
<t>CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)

CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)

CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)</t><s>show tables</s>
<t>CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)

CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)

CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)</t><s>SHOW TABLES</s>
<t>CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)

CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)

CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)</t><s>show tables</s>
<t>CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)

CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)

CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)</t><s>SHOW TABLES</s>
<t>CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)

CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)

CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)</t><s>show tables</s>
<t>CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)

CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)

CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)</t><s>SHOW TABLES</s>
<t>CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)

CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)

CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)</t><s>show tables</s>
<t>CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)

CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)

CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)</t><s>SHOW TABLES</s>
<t>CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)

CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)

CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)</t><s>show tables</s>
<t>CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)

